CCL__ID	CCL__form	CCL__meaning_en
C4190	ⲧⲱⲕ	be strong, be firm, be thick
C6916	ϩⲧⲁⲓ	become, be fat
C7471	ϫⲓϩ	spittle
C4755	ϯϩⲉ	become/be drunken
C4756	ϯϩⲉ	drunkenness
C4768	ⲧⲱϩ	be mixed, be disturbed, be clouded
C4769	ⲧⲱϩ	mixture, disturbance
C7993	ϭⲉϩ	be exalted
C4778	ⲑⲁⲃ	leaven
C4777	ⲧⲱϩⲃ	moisten, soak
C4798	ⲧⲱϩⲙ	knock on the door, summon, invite, chase, urge, pursue
C4799	ⲧⲱϩⲙ	calling, convocation
C4820	ⲧⲱϩⲥ	anoint
C4821	ⲧⲱϩⲥ	anointing
C4822	ⲧⲁϩⲥ	anointing, ointment
C7478	ϫⲟⲩϩⲉ	limp, halt
C2332	ⲙⲁϫⲕⲉ	a woman's garment
C7543	ϫⲏϭⲉ	purple dye
C7544	ϫⲏϭⲉ	purple
C7540	ϫⲱϭⲉ	be dyed, stained
C7541	ϫⲱϭⲉ	colour, dye
C6244	ϣϫⲓⲧ	dyer
C7547	ϫϭⲓⲧ, ϣϫⲓⲧ	dyer
C4868	ⲧⲱϭⲛ	push, repel
C4225	ⲧⲱⲕⲥ	be pierced, be studded, be fixed, be settled
C4226	ⲧⲱⲕⲥ	piercing, fixture, settlement, pricking, admonition
C4219	ϯⲕ	sparkle
C4282	ⲧⲙ	negation of infinitive and some verbal forms
C4296	ⲧⲱⲙ	shut
C809	ⲑⲙⲓⲥ, ⲑⲉⲙⲓⲥ	dust
C4320	ⲧⲱⲙⲥ	bury
C4283	ⲧⲙⲏ, ⲧⲟⲙ	mat
C4294	ⲧⲟⲙ, ⲧⲙⲏ	mat
C4303	ⲧⲱⲱⲙⲉ	join, be fitting, be appropriate
C4307	ⲧⲱⲱⲙⲉ	purse, wallet
C808	ⲑⲟⲩⲙⲉ	zodiacal sign: Virgo
C4334	ⲧⲛ	every
C4339	ⲧⲱⲛ	where?
C4349	ⲧⲱⲛ	dispute, quarrel
C7433	ϫⲁⲩⲗⲉ	support, bear
C7234	ϫⲓⲛ	power, capacity
C7259	ϫⲛⲁⲩ	delay, hesitate
C7260	ϫⲛⲁⲩ	sloth
C7264	ϭⲉⲛⲛⲉ	sluggard, delayer
C6236	ϣⲟϫⲛⲉ	take counsel, consider
C6237	ϣⲟϫⲛⲉ	counsel, design
C7246	ϫⲛⲟⲩ	ask, question, require
C7247	ϫⲛⲟⲩ	questioning, inquiry
C7254	ϫⲟⲛⲧⲥ	trial
C7251	ϫⲱⲛⲧ	try, test, attempt
C7252	ϫⲱⲛⲧ	trial
C7270	ϫⲛⲟϥ	basket, crate
C7804	ϭⲛⲟⲩϥ	heavy object
C7267	ϫⲱⲛϥ	happen, befall, chance
C7268	ϫⲱⲛϥ	chance
C4260	ⲧⲗⲟⲙ	furrow
C7189	ϫⲗⲱⲙ	brazier
C4243	ⲧⲁⲗ	heap, hillock
C4244	ⲧⲁⲗⲁⲧⲏⲗ	heap, hillock
C165	ⲁⲡⲉ, ⲁⲫⲉ, ⲁⲡⲏ, ⲁⲡⲏⲩⲉ, ⲁⲫⲏⲟⲩⲓ, ⲁⲡⲏⲟⲩ	head
C166	ⲁⲡⲉ, ⲁⲫⲉ, ⲁⲡⲏ, ⲁⲡⲏⲩⲉ, ⲁⲫⲏⲟⲩⲓ, ⲁⲡⲏⲟⲩ	capital , total, poll tax
C4105	ⲧⲃⲁⲓ	"upon mountain"", Anubis's title)"
C7225	ϫⲙⲡⲉϩ	apple
C4427	ⲧⲁⲡⲛ	cumin
C4440	ⲧⲁⲣ	branch, point
C4010	ⲧⲏ	time, season
C4519	ⲧⲣⲣⲉ	be afraid
C4452	ⲧⲱⲣⲉ	willow
C7352	ϫⲱⲣⲙ	make sign, beckon, nod, blink
C7353	ϫⲱⲣⲙ	sign
C7357	ϫⲱⲣⲡ	stumble, trip
C4521	ⲧⲣⲓⲣ	oven
C4256	ⲧⲉⲗⲏⲗ	rejoice
C4257	ⲧⲉⲗⲏⲗ	joy
C7382	ϫⲓⲥⲉ	become, be high
C7385	ϫⲓⲥⲉ	high, upraised
C7387	ϫⲓⲥⲉ	height, top
C7376	ϫⲟⲉⲓⲥ	lord, master, owner
C7377	ϫⲟⲉⲓⲥ	mistress, owner
C7391	ϫⲟⲥⲉ, ϫⲟⲉⲓⲥ	exalted person, place
C7392	ϫⲟⲥⲉ, ϫⲟⲉⲓⲥ	exalted person, place
C7394	ϫⲓⲥⲉ	back
C7493	ϫⲁϫ	sparrow
C4612	ⲧⲏⲧϥ	kind of jug
C7440	ϫⲟⲟⲩϥ	papyrus
C4693	ⲧⲟⲟⲩⲧⲉ	be gathered, be collected, assemble
C4694	ⲧⲟⲟⲩⲧⲉ	gathering, congregation
C4691	ⲧⲟⲩⲱⲧ	idol, pillar
C4692	ⲧⲟⲩⲱⲧ	idol, pillar
C4599	ⲧⲱⲧ	be joined, be persuaded, be agreeable to
C4601	ⲧⲱⲧ	agreement, mingling
C4615	ⲧⲟⲩⲁ	door-lintel, door-post
C4616	ⲧⲟⲩⲁ	door-lintel, door-post
C6079	ϣⲥⲟⲟⲩ	shame
C4065	ⲧⲟ, ⲕⲙⲧⲟ	land, earth
C776	ⲉϫⲱ, ⲁϫⲱ, ⲉϭⲟⲩ, ⲉϣⲟⲩ, ⲉϫⲉⲩ	tongs, pincers
C3791	ⲥⲏⲧⲉ	spun
C3787	ⲥⲱⲧ	return, repeat, not . . . again
C7425	ϫⲓⲟⲩⲉ	steal
C7426	ϫⲓⲟⲩⲉ	theft, fraud
C7427	ϫⲓⲟⲩⲉ	stolen, secret
C7432	ϫⲓⲟⲩⲉ	be in debt
C4635	ⲧⲏⲩ	wind, breath
C7073	ϫⲓ	vessel
C4768	ⲧⲱϩ	be mixed, be disturbed, be clouded
C4769	ⲧⲱϩ	mixture, disturbance
C4726	ⲧⲉϣⲉ	borderer, neighbour
C4727	ⲧⲉϣⲉ	borderer, neighbour
C4707	ⲧⲱϣ	be boundary, be fixed, be moderate
C4708	x	ordinance
C4720	ⲧⲟϣ	border, limit
C7381	ϫⲱⲥ	become, be hard, solid
C4929	ⲟⲩⲃⲁϣ	become white, be white
C4930	ⲟⲩⲃⲁϣ	whiteness
C4931	ⲟⲩⲱⲃϣ	white
C4932	ⲟⲩⲟⲃϣⲓ	white
C7	ⲁⲃⲱ, ⲁⲃⲟⲩ, ⲁⲃⲟⲟⲩⲉ	dragnet
C4927	ⲟⲩⲃⲉ	opposite, toward, against
C5179	ⲟⲩⲏⲧ	remission
C5178	ⲟⲩⲏⲧⲉ	remit, abandon
C5177	ⲟⲩⲏⲧⲉ	thunderstorm, calamity
C4966	ⲟⲩⲟⲉⲓⲧ	pillar
C5203	ⲟⲩⲱⲧⲃ	change/be changed, remove, pass through, transfer
C5249	ⲟⲑⲉ	footprint/trace , channel, outlet
C5247	ⲟⲩⲟⲧϩ	pouring thing, cup, bowl
C5241	ⲟⲩⲱⲧϩ	pour , cast , draw
C5248	ⲟⲩⲟⲧϩⲉ	pouring thing, cup, bowl
C5229	ⲟⲩⲧⲁϩ	fruit
C5218	ⲟⲩⲱⲧⲛ	pour
C5219	ⲟⲩⲱⲧⲛ	libation, offering
C5181	ⲟⲩⲉⲓⲧⲉ	waste away, dry up
C4835	ⲧⲟⲩϫⲟ, ⲟⲩϫⲁⲓ	make whole, make safe
C5349	ⲟⲩϫⲁⲓ	be whole, be intact, be safe, be sound
C5350	ⲟⲩϫⲁⲓ	health, safety, weal
C5351	ⲟⲩϫⲁⲓ	healthgiving
C5352	ⲟⲩϫⲁⲓ	farewell!
C4836	ⲧⲟⲩϫⲟ, ⲟⲩϫⲁⲓ	safety, salvation
C5345	ⲟⲩⲉⲓϫⲉ	slash, injury, wound
C5194	ⲟⲩⲱⲧⲉ	send, separated
C5225	ⲟⲩⲱⲧϥ, ⲟⲩⲱⲧⲃ	traverse, pierce
C5631	ⲱϥⲧ	nail, fix
C5294	ⲟⲩⲟϥ	lung
C5359	ⲟⲩⲱϭⲡ	break, be broken
C5360	ⲟⲩⲱϭⲡ	breakage, collapse
C5364	ⲟⲩⲱϭⲥ	collect
C5365	ⲟⲩⲱϭⲥ	contribution, collection
C5346	ⲟⲩⲁϭⲉ	blow
C4978	ⲟⲩⲉⲓⲕⲉ	be damaged
C4979	ⲟⲩⲟⲕⲓ	dregs of sesame
C5298	ⲟⲩⲓϩⲉ	be bitter, be cruel
C5299	ⲟⲩⲓϩⲉ	cruelty
C599	ⲃⲉϩⲃⲉϩ, ⲟⲩⲁϩⲃⲉϥ	howling, barking
C5325	ⲟⲩⲁϩⲃⲉϥ	bark, growl
C5335	ⲟⲩⲁϩⲙⲉ	what is added, storey , layer
C5336	ⲟⲩⲁϩⲙⲉϥ	answerer, interpreter
C3610	ⲟⲩⲁϩⲙⲥⲱⲛⲧ, ⲟⲩⲱϩⲙ	re-creation
C5326	ⲟⲩⲱϩⲙ	repeat, answer
C5327	ⲟⲩⲱϩⲙ	answer, objection, interpretation
C5339	ⲟⲩϩⲟⲣⲉ	dog
C5338	ⲟⲩϩⲟⲣ	dog
C5279	ⲟⲩⲁϣⲉⲣ	workshop, carpenter's workshop
C5296	ⲟⲩⲁϩⲉ	oasis
C5257	ⲟⲩⲱϣ	wish, desire, love
C5258	ⲟⲩⲱϣ	wish, desire, love
C5253	ⲟⲩϣⲏ	night
C5302	ⲟⲩⲟⲟϩⲉ	scorpion
C5321	ⲟⲩⲱϩⲉ	fisher
C5033	ⲟⲩⲙⲟⲧ	become thick, be thick
C5034	ⲟⲩⲙⲟⲧ	thickness
C5035	ⲟⲩⲟⲙⲧⲉ	tower
C4955	ⲟⲩⲟⲉⲓⲛ	light
C5064	ⲟⲩⲱⲛ, ⲁⲟⲩⲱⲛ	open, be open
C246	ⲁⲩⲱⲛ, ⲉⲩⲉⲛ, ⲁⲩⲉⲛ, ⲉⲟⲩⲉⲛ, ⲁⲩⲟⲩⲱⲛ, ⲁⲟⲩⲉⲛ, ⲁⲟⲩⲟⲛ, ⲁⲟⲩⲛ, ⲟⲩⲱⲛ	open!
C5087	ⲟⲩⲱⲛϩ	reveal, be revealed, appear
C5088	ⲟⲩⲱⲛϩ	revelation, declaration
C4672	ⲟⲩⲱⲛ	make to open
C5065	ⲟⲩⲱⲛ	opening
C5053	ⲟⲩⲁⲛ	dyke
C5055	ⲟⲩⲉⲓⲛⲉ	pass by
C5057	ⲟⲩⲟⲛ	someone, something
C5040	ⲟⲩⲛⲟⲩ	hour
C5040	ⲟⲩⲛⲟⲩ	hour
C5080	ⲟⲩⲛⲟϥ	rejoice
C5081	ⲟⲩⲛⲟϥ	joy, gladness
C5073	ⲟⲩⲛⲁⲙ	right hand
C5037	ⲟⲩⲟⲙϥ	manger
C5003	ⲟⲩⲱⲙ	eat, bite
C5004	ⲟⲩⲱⲙ	eating, food
C4318	ⲧⲙⲙⲟ, ⲟⲩⲱⲙ	feed, nourish
C4994	ⲟⲩⲱⲗⲡ	pierce, perforate, hollow
C5079	ⲟⲩⲱⲛϣ	Egyptian wolf
C934	ⲉⲓⲟⲡⲉ	craft, art, occupation
C5113	ⲟⲩⲏⲣ	how great, how many, how much?
C5110	ⲟⲩⲏⲣⲉ	great
C5148	ⲟⲩⲣⲉϩ	free space
C4993	ⲟⲩⲁⲗⲙⲉ	unknown meaning
C5131	ⲟⲩⲣⲁⲥ	staff, crutch
C4996	ⲟⲩⲱⲗⲥ	lean, be bent, be confounded
C4967	ⲟⲩⲟⲉⲓϣ	time, occasion
C5141	ⲟⲩⲣϣⲉ	watch, watch tower
C4968	ⲟⲩⲟⲉⲓϣⲉ	time, occasion
C5154	ⲟⲩⲉⲓⲥⲉ	saw
C765	ⲉϣⲟ, ϣⲟ, ϣⲁ	bran
C5255	ⲟⲩⲉϣⲉ	dirt particle
C5290	ⲟⲩⲟϣⲟⲩⲉϣ	strike, thresh
C5263	ⲟⲩⲱϣ	cleft, gap
C4705	ⲧⲁϣⲉⲟⲩⲱϣⲃ, ⲟⲩⲱϣⲃ	reply
C5269	ⲟⲩⲱϣⲃ	answer, respond, converse with
C5270	ⲟⲩⲱϣⲃ	answer
C5276	ⲟⲩϣⲁⲡ	loan
C5285	ⲟⲩⲱϣⲧ	worship, greet, kiss
C5286	ⲟⲩⲱϣⲧ	salutation, obeisance
C5289	ⲟⲩⲁϣⲧⲉ	worship
C5170	ⲟⲩⲱⲥϥ	be idle, be lazy, be brought to naught
C5173	ⲟⲩⲱⲥϥ	idleness, ceasing
C5284	ⲟⲩⲁϣⲥⲉ	breadth
C5280	ⲟⲩⲱϣⲥ	become broad, be broad, at ease
C5281	ⲟⲩⲱϣⲥ	breadth
C5161	ⲟⲩⲥⲓⲣⲉ	Osiris
C5273	ⲟⲩⲱϣⲙ	knead, bruise
C5274	ⲟⲩⲱϣⲙ	dough
C226	ⲁⲥⲏⲣ	belonging, chattel, provisions
C5163	ⲟⲩⲟⲥⲣ	oar
C1009	ⲓϣ	urine
C5166	ⲟⲩⲟⲥⲧⲛ	become broad
C5167	ⲟⲩⲟⲥⲧⲛ	breadth
C5223	ⲟⲩⲱⲧⲉⲛ	traverse, pierce
C5224	ⲟⲩⲱⲧⲉⲛ	pierced place, hole
C4948	ⲟⲩⲟⲉⲓⲉ	husbandman, cultivator
C4902	ⲟⲩⲉ	be distant
C4903	ⲟⲩⲉ	distance
C3196	ⲣⲁⲩⲏ	quarter , neighbourhood
C4163	ⲧⲟⲩⲓⲟ	repayment
C4935	ⲟⲩⲟⲓ	yes, surely
C4936	ⲟⲩⲟⲓ	woe!
C4937	ⲟⲩⲟⲓ	woe
C5188	ⲟⲩⲟⲧⲟⲩⲉⲧ	be/become green, be/become pallid
C5189	ⲟⲩⲟⲧⲟⲩⲉⲧ	greenness, herbs, pallor
C5183	ⲟⲩⲱⲧ	be raw, be fresh, be green
C240	ⲁⲩⲱ, ⲁⲟⲩⲱ, ⲁⲩⲁ, ⲁⲟⲩ, ⲁⲩ, ⲁⲩⲟⲩ, ⲱ, ⲟⲩⲱϩ	and
C5295	ⲟⲩⲁϩ	pole, stick
C2	ⲁ, ⲁϩ	Verbalpräfix Perfekt I
C280	ⲁϩ, ⲁϩⲁ, ϩⲁ	Verbalpräfix Perfekt I
C282	ⲁϩ, ⲁϩⲁ, ⲁϣ, ⲉⲣ	perfektives Relativpräfix
C281	ⲁϩⲁ, ⲛⲧⲁ	Verbalpräfix Perfekt II
C240	ⲁⲩⲱ, ⲁⲟⲩⲱ, ⲁⲩⲁ, ⲁⲟⲩ, ⲁⲩ, ⲁⲩⲟⲩ, ⲱ, ⲟⲩⲱϩ	and
C5304	ⲟⲩⲱϩ	put, place, add
C5305	ⲟⲩⲱϩ	standing-place, dwelling-place
C4761	ⲧⲟⲩϩⲟ, ⲟⲩⲱϩ	add
C4762	ⲧⲟⲩϩⲟ, ⲟⲩⲱϩ	addition
C4904	ⲟⲩⲱ	cease, stay, finish
C5144	ⲟⲩⲱⲣϩ	be open, be free
C53	ⲁⲗⲱ, ⲉⲗⲱ, ⲁⲗⲟⲟⲩⲉ, ⲉⲗⲟⲟⲩⲉ	rope, snare, trap
C4988	ⲟⲩⲗⲗⲉ	melody, music
C4880	ⲟⲩ	a
C4894	ⲟⲩⲁ	one, someone
C4895	ⲟⲩⲁ	one, someone
C4896	ⲟⲩⲁ	one, someone
C5190	ⲟⲩⲱⲧ	single, alone, any, one and same
C5102	ⲟⲩⲏⲏⲃ	priester
C4099	ⲧⲃⲃⲟ, ⲟⲩⲟⲡ	become pure, be pure
C5096	ⲟⲩⲟⲡ	be pure, be innocent
C5097	ⲟⲩⲟⲡ	purity
C4100	ⲧⲃⲃⲟ, ⲟⲩⲟⲡ	purity, purification
C5139	ⲟⲩⲉⲣⲏⲧⲉ	foot
C819	ⲑⲟⲩⲉⲗⲟ, ⲧⲟⲩⲗⲟ, ⲟⲩⲱⲱⲗⲉ	overflow, submerge
C4982	ⲟⲩⲱⲱⲗⲉ	flow
C4983	ⲟⲩⲱⲱⲗⲉ	prosperity, plenty
C4884	ⲟⲩⲁ	blasphemy
C895	ⲉⲓⲟⲙ	sea
C773	ⲉϩⲉ, ϩⲉ, ⲉⲓⲉ	answers question affirmatively: yea
C868	ⲉⲓⲉ	well then, surely
C3599	ⲥⲁⲛⲛⲉϩ	grasshopper
C238	ⲁⲩ, ⲁⲩⲉ, ⲁⲩⲉⲓ, ⲁⲩⲉⲓⲥ, ⲁⲩⲓⲥ	give, bring hither!
C5589	ⲱⲟⲩ	be long
C5593	ⲱⲟⲩ	length
C783	ⲏⲓ	house
C789	ⲏⲓ	pair, couple
C800	ⲏⲟⲩ	limbs
C639	ⲉⲃⲟⲧ	month
C4948	ⲟⲩⲟⲉⲓⲉ	husbandman, cultivator
C19	ⲁⲓⲁⲓ, ⲟ	increase , advance
C20	ⲁⲓⲁⲓ	be great, goodly, honoured
C21	ⲁⲓⲁⲓ	increase, growth
C121	ⲁⲛ	great one
C236	ⲁⲧⲟ, ⲁⲧⲁ, ⲑⲟ, ⲧⲟ, ⲁⲧⲉ	multitude
C1005	ⲉⲓⲁⲁⲩ	linen
C1783	ⲙⲁⲓⲏ, ⲙⲁⲏ	size, age, kind
C3274	ⲥⲁ, ⲛⲉⲥⲉ	be beautiful
C3275	ⲥⲁ	beauty
C2734	ⲟ, ⲱ	great
C22	ⲁⲉⲓⲏⲥ	greatness, size, quality
C3276	ⲥⲁⲉⲓⲉ	beautiful person
C3277	ⲥⲁⲉⲓⲉ	beautiful person
C3278	ⲥⲁⲉⲓⲉ	beautiful
C6	ⲁⲃⲉ	strap, chain
C303	ⲁϭⲃⲉⲥ, ⲁⲧⲃⲉⲥ, ⲱϭⲃ	moisture
C5668	ⲟϭⲃⲥ, ⲁϭⲃⲉⲥ	cold
C5666	ⲱϭⲃ	be, become cold/frozen
C5667	ⲱϭⲃ	cold, frost
C5639	ⲱϩ	woe!
C305	ⲁϭⲛⲓ, ⲁϫⲛⲓ, ⲱϫⲛ	blemish, stain
C306	ⲁϭⲛⲓ, ⲁϫⲛⲓ, ⲱϫⲛ	blemish, stain
C5661	ⲱϫⲛ	cease, perish
C5662	ⲱϫⲛ	ceasing, destruction
C1028	ⲓϧ, ⲓϩ, ⲁϧ	demon
C5633	ⲓϥⲧ	nail, spike
C5444	ⲱⲗ	rag
C304	ⲁϭⲟⲗⲧⲉ, ⲁⲕⲟⲗⲧⲉ, ⲁϭⲁⲗⲧⲉ, ⲁϭⲟⲗϯ, ⲁϫⲟⲗϯ	wagon, cart
C5426	ⲱⲃⲧ	goose
C29	ⲁⲕⲱ, ⲧⲁⲕⲟ	decay, loss, destruction
C4177	ⲧⲁⲕⲟ, ⲁⲕⲱ	destroy, lose
C4178	ⲧⲁⲕⲟ, ⲁⲕⲱ	destruction, perdition
C799	ⲏⲥⲉ	the goddess Isis
C988	ⲓⲱⲥ	hasten, be urgent
C991	ⲓⲱⲥ, ⲓⲏⲥ	speed, diligence
C284	ⲁϩⲉ, ⲁϩⲓ, ⲉϩⲓ, ⲱⲛϧ	length, limit of life
C291	ⲁϩⲟ, ⲉϩⲟ, ⲉϩⲱ, ϩⲟ, ⲁϩⲁ, ⲁϩⲟⲣ, ⲁϩⲱⲱⲣ, ⲉϩⲱⲣ, ⲁϩⲱⲣ	treasure
C293	ⲁϩⲟ	dwelling, abode
C322	ⲃⲏ, ⲃⲓ, ⲙϩⲁⲁⲩ	grave
C2325	ⲙϩⲁⲁⲩ	tomb, cavern
C3957	ⲥⲟⲟϩⲉ, ⲱϩⲉ	be set up, upright
C3958	ⲥⲟⲟϩⲉ	setting up, uprightness
C5640	ⲱϩⲉ	stand, stay, wait
C5558	ⲱⲣϣ	be scorched, be inflamed
C898	ⲉⲙⲓ, ⲓⲙⲓ	knowledge
C4286	ⲧⲁⲙⲟ, ⲉⲓⲙⲉ	tell, make know, inform
C4287	ⲧⲁⲙⲟ, ⲉⲓⲙⲉ	thing told
C897	ⲉⲓⲙⲉ	know, understand
C5581	ⲉⲧⲡⲱ	burden
C5580	ⲱⲧⲡ	be laden
C12	ⲁⲃⲣⲉⲙ, ⲁⲙⲣⲉ	baked bread
C103	ⲁⲙⲣⲉ, ⲁⲙⲣⲏ, ⲁⲙⲗⲏ, ⲁⲙⲣⲏⲩ, ⲁⲙⲣⲏⲟⲩ	baker
C2746	ⲟⲙⲉ, ⲟⲙⲓ, ⲁⲙ	clay, mud
C2747	ⲟⲙⲉ, ⲟⲙⲓ, ⲁⲙ	clay, mud
C126	ⲁⲛⲁⲓ, ⲁⲛⲉⲓ, ⲁⲛⲓⲧ, ⲛⲁⲛⲟⲩ	be pleasing, pleasent, grow better
C127	ⲁⲛⲁⲓ	beauty
C4336	ⲧⲁⲛⲟ	make
C4572	ⲧⲥⲁⲙⲓⲟ, ⲧⲥⲁⲛⲟ	arrange, order, adorn
C4573	ⲧⲥⲁⲛⲟ, ⲥⲁⲉⲓⲉ	adorn, set in order, provide
C932	ⲉⲓⲛⲉ	thumb; great toe
C2754	ⲟⲛ, ⲁⲛ	again, also, still
C66	ⲁⲗⲟⲙ, ⲱⲗⲙ	bosom
C662	ⲉⲗⲁⲙ	a measure or quantity
C5471	ⲱⲗⲙ, ⲁⲗⲟⲙ	clasp, embrace, entwine
C56	ⲁⲗⲟⲕ, ⲁⲗⲟϭ	corner, angle
C78	ⲁⲗⲟϭ, ⲁⲗⲟϫ, ⲱⲗⲕ	thigh
C79	ⲁⲗⲟϭ, ⲁⲗⲟϫ, ⲱⲗⲕ	thigh
C682	ⲉⲛϩ, ⲛϩ, ⲛⲟϩ	eyebrow
C2643	ⲛⲟϩ, ⲉⲛϩ	eyelid
C154	ⲁⲛⲁϣ, ⲁⲛⲉϣ, ⲁⲛⲏϣ, ⲁⲛⲁⳉ, ⲉⲛⲁϣ, ⲁⲛⲁⲩϣ, ⲁⲛⲏⲩϣ	oath
C158	ⲁⲛⲁϣ, ⲁⲛⲏϣ	bunch of flowers
C5507	ⲟⲛϣⲥ	astonishment, derangement of mind
C5503	ⲱⲛϣ	be astonished, be dazed
C5504	ⲱⲛϣ	astonishment
C3629	ⲥⲁⲁⲛϣ	make live, be alive
C3630	ⲥⲁⲁⲛϣ	nourishment
C4383	ⲧⲁⲛϩⲟ, ⲱⲛϩ	make alive, keep alive
C4384	ⲧⲁⲛϩⲟ, ⲱⲛϩ	keeping alive, saving
C284	ⲁϩⲉ, ⲁϩⲓ, ⲉϩⲓ, ⲱⲛϧ	length, limit of life
C5472	ⲱⲙⲕ	swallow
C697	ⲉⲡϣⲉ	a beetle
C24	ⲁⲉⲓⲕ, ⲁⲓⲕ, ⲱⲕ	consecration
C2740	ⲟⲉⲓⲕ	bread, loaf
C5438	ⲱⲕ	sink
C36	ⲁⲗ, ⲁⲗⲱⲗⲉ	pebble
C64	ⲁⲗⲱⲗⲉ, ⲁⲗ	pebble
C61	ⲁⲗⲓⲗ, ⲁⲗⲓⲗⲓ, ⲉⲙⲓⲙ	field mouse, mole
C37	ⲁⲗⲉ, ⲁⲗⲏⲓ, ⲁⲗⲏ, ⲁⲗⲟ, ⲁⲗⲓ, ⲁⲗⲏⲩ, ⲱⲗ	mount, go up
