CCL__ID	CCL__form	CCL__meaning_en
C4168	ⲧⲟⲓⲗⲉ, ⲧⲁⲗⲟ	rise up
C4245	ⲧⲁⲗⲟ, ⲱⲗ	lift, offer up, set on
C4246	ⲧⲁⲗⲟ	raising up, offering
C5463	ⲟⲗⲥ	what is collected
C5445	ⲱⲗ	hold, contain, enclose
C5459	ⲱⲗ	gathering, harvest
C5560	ⲱⲣϫ	be firm, be secure, be fastened
C5561	ⲱⲣϫ	firmness, assurance, deed of security
C5562	ⲱⲣϫ	firm, secure
C54	ⲁⲗⲕⲉ	last day of month
C56	ⲁⲗⲟⲕ, ⲁⲗⲟϭ	corner, angle
C5470	ⲟⲗⲕⲥ	bend, corner
C7679	ϭⲟⲟⲗⲉⲥ	thigh
C4492	ⲧⲁⲣⲕⲟ, ⲱⲣⲕ	make swear, adjure
C78	ⲁⲗⲟϭ, ⲁⲗⲟϫ, ⲱⲗⲕ	thigh
C5465	ⲱⲗⲕ, ⲁⲗⲟⲕ	become, be bent, be distorted
C5548	ⲱⲣⲕ	swear , invoke
C5553	ⲱⲣⲕ	swearing
C202	ⲁⲣϣⲓⲛ, ⲉⲣϣⲓⲛ, ⲉⲣϣⲁⲛ	lentil
C203	ⲁⲣϣⲁⲛ	lentigo
C2766	ⲟⲉⲓϣ, ⲱϣ	cry
C295	ⲁϩⲟⲙ, ⲉϩⲁⲙ, ⲁϩⲁⲙ, ⲉϩⲟⲙ, ⲱϣ	sigh, groan
C5595	ⲱϣ	cry, announce, sound
C5601	ⲱϣ	reading
C255	ⲁϣⲁⲓ, ⲁϣⲉⲓ, ⲁϣⲏⲉⲓ, ⲁϣⲉⲓⲧⲉ, ⲁϣⲏⲓⲧⲉ, ⲧⲁϣⲟ	become many, multiply
C257	ⲁϣⲁⲓ, ⲁϣⲉⲓ, ⲁϣⲏⲓ, ⲁϣⲉⲓⲧⲉ	multitude, amount
C261	ⲁϣⲏ, ⲁϣⲉ, ⲁϣⲏⲓ	multitude
C4703	ⲧⲁϣⲟ, ⲁϣⲁⲓ	increase
C262	ⲁϣⲓⲣⲁ	chameleon
C3840	ⲥⲧⲱⲧ	tremble
C3841	ⲥⲧⲱⲧ	trembling
C2575	ⲛⲧⲏϭ, ⲧⲱϭⲉ	plant, herb, weed
C2339	ⲙⲟϫϩ	girdle
C2137	ⲙⲟⲧⲛ	health, ease
C2140	ⲙⲟⲩⲧⲛ	rest, set at rest
C2138	ⲙⲟⲧⲛⲉⲥ, ⲙⲁⲧⲛⲉⲥ	ease, contentment
C2122	ⲙⲧⲟⲛ	be at rest, at ease, be relieved
C2123	ⲙⲧⲟⲛ	easy, hale, satisfied
C2129	ⲙⲧⲟⲛ	rest, ease, relief
C3764	ⲥⲁⲧⲱ, ⲥⲁⲧⲟ	fan
C3763	ⲥⲁⲧⲉ	fan
C2330	ⲙⲁⲁϫⲉ	a measure of grain, fruit etc.
C2331	ⲙⲁϫⲉ	chisel, axe, pick
C5609	ⲁϣϭⲁⲡ, ϣϭⲁⲡ	cry
C6254	ϣϭⲁⲡ	cry, sound
C1615	ϣⲥⲛⲗⲱⲕⲥ, ϣⲥⲛⲗⲱϭⲥ, ϣⲥⲛⲗⲟⲩⲝ, ⲥⲁϣ	piercing blow, stab
C3905	ⲥⲁϣ	stroke, blow, sore
C3906	ⲥⲁϣ	stroke, blow, sore
C3903	ⲥⲱϣ	strike
C3899	ⲥⲓϣⲉ	be like gall, bitter
C3900	ⲥⲓϣⲉ	bitterness
C3920	ⲥⲱϣⲉ	field, meadow, country
C3970	ⲥⲁϩⲧ, ⲥⲁϣⲧ	weaver
C3965	ⲥⲱϩⲉ	weave
C3966	ⲥⲱϩⲉ, ⲥⲱϩⲧ, ⲥⲱϣⲉ	weaving, weaver's craft, weaver
C6129	ϣϯⲧ	weaver
C3981	ⲥⲁϩ	writer, teacher, master
C3982	ⲥⲁϩ	writer, teacher, master
C3983	ⲥϧⲓ	written copy, diploma
C3972	ⲥϩⲁⲓ	write
C3976	ⲥϩⲁⲓ	writing, letter
C3963	ⲥⲱϩ	deaf person
C3999	ⲥⲱϩⲡ	sink in, be swallowed
C4001	ⲥⲓϩⲡⲉ	drop
C684	ⲉⲛⲉϩ, ⲉⲛⲏϩⲉ, ⲁⲛⲏϩⲉ	eternity
C685	ⲉⲛⲉϩ, ⲉⲛⲏϩⲉ, ⲁⲛⲏϩⲉ	eternal
C686	ⲉⲛⲉϩ, ⲉⲛⲏϩⲉ, ⲁⲛⲏϩⲉ	for ever, eternally, ever
C2662	ⲛⲟⲩϩⲙ	be saved, safe, escape
C2663	ⲛⲟⲩϩⲙ	safety
C3898	ⲥⲁⲭⲙⲓ	Sakhmet
C3398	ⲥⲟⲉⲓϣ	pair , partner, twin
C3400	ⲥⲟⲉⲓϣ	pair, copulate, fertilise
C6077	ϣⲥⲛⲉ	stroke of time
C2667	ⲛⲉϩⲡⲉ	mourn
C2668	ⲛⲉϩⲡⲉ	mourning
C2671	ⲛϩⲟⲩⲣ	tremble
C2672	ⲛϩⲟⲩⲣ	shuddering, fear
C718	ⲉⲣϣⲓϣⲓ, ϣⲓϣⲓ	have power, authority
C2674	ⲛⲉϩⲥⲉ	awake, arise
C4388	ⲛⲉϩⲥⲉ	arouse
C2676	ⲛⲁϩⲧⲉ, ⲧⲁⲛϩⲟⲩⲧ	trust, believe
C2677	ⲛⲁϩⲧⲉ, ⲧⲁⲛϩⲟⲩⲧ	trustworthy, faithful
C2678	ⲛⲁϩⲧⲉ	trust, faith
C3245	ⲣⲱϩⲧ	strike, be struck, fall
C3246	ⲣⲱϩⲧ	stroke, blow
C3928	ⲥⲱϣⲧ	stop, be impeded, hindered from
C3930	ϣⲟϣⲧ	key
C2619	ⲛⲁϣⲧⲉ	strength
C2620	ⲛⲁϣⲧⲉ	strength
C2622	ⲛⲉϣⲧⲉ	hard, rough person
C2611	ⲛⲟⲩϣⲧ, ⲛⲟⲩⳉⲧ	become heavy, hard
C2612	ⲛⲟⲩϣⲧ	strength, violence
C1853	ⲛⲁϣⲧⲙⲁⲕϩ, ⲛϣⲟⲧ	stiff-necked person
C2613	ⲛϣⲟⲧ	be hard, strong, difficult
C2614	ⲛϣⲟⲧ	hardness, boldness
C3952	ⲥⲓϩⲉ, ⲥⲟⲟϩⲉ	be removed, displaced
C3447	ⲥⲉⲕⲥⲓⲕ	sunny place, room
C3423	ⲥⲓⲕⲉ	grind, pound
C3426	ⲥⲓⲕⲉ	grinding
C3408	ⲥⲱⲕ, ⲥⲟⲕⲥⲉⲕ	flow , blow , move on swiftly, glide, draw, be       drawn
C3417	ⲥⲱⲕ	drawing, attraction
C2452	ⲛⲕⲁ	thing
C3503	ⲥⲗⲟϭⲗϭ, ⲗⲟⲕⲗⲕ	be, make smooth
C3504	ⲥⲗⲟϭⲗϭ	smoothness
C3429	ⲥⲕⲁⲓ	plough
C2450	ⲛⲁⲁⲕⲉ	pains of travail
C3525	ⲥⲓⲙ	grass, fodder, herbs
C3526	ⲥⲙⲉ	herbs
C3509	ⲥⲙⲏ	voice , sound
C3510	ⲥⲙⲏ	famed
C3531	ⲥⲙⲙⲉ, ⲥⲙⲏ	appeal, make application
C3533	ⲥⲙⲙⲉ	petition, accusation
C3557	ⲥⲙⲟⲧ	form, character, likeness, pattern
C3558	ⲥⲙⲟⲧ	form, character, likeness, pattern
C3565	ⲥⲟⲛⲧϥ	stretching
C3564	ⲥⲱⲙⲧ, ⲥⲱⲛⲧ	be stretched, wait
C3567	ⲥⲙⲁϩ	bunch
C3568	ⲥⲙⲉϩ	herb
C3115	ⲣⲙϩⲉ	free person
C3116	ⲣⲙϩⲏ	free person
C1781	ⲙⲁ, ϯ	give
C2192	ⲙⲟⲩⲟⲩⲧ, ⲙⲟⲩⲧ	kill
C1809	ⲙⲟⲩ	die
C1810	ⲙⲟⲩ	death
C1811	ⲙⲟⲩ	deadly
C3566	ⲥⲙⲁⲩ	temples
C3519	ⲥⲙⲟⲩ	bless, praise, thank
C3520	ⲥⲙⲟⲩ	blessing, praise
C3573	ⲥⲏⲛⲉ	granary, bin
C3642	ⲥⲛⲟⲩϥ	last year
C161	ⲁⲛϩ, ⲟⲛϩ	yard, court
C3647	ⲥⲛⲁϩ, ⲥⲛⲁⲩϩ	bond, fetter
C3643	ⲥⲱⲛϩ	be bound, fettered
C3644	ⲥⲱⲛϩ	bound, fetter
C3594	ⲥⲱⲛⲕ, ⲧⲥⲛⲕⲟ	suck
C4578	ⲧⲥⲛⲕⲟ, ⲥⲱⲛⲕ	give suck, breast-feed, suckle
C2598	ⲛⲟⲉⲓϣ	spleen
C2506	ⲛⲉⲛⲉⲃⲉ, ⲛⲉⲛⲉⲉⲃ	styrax
C3364	ⲥⲓⲃⲧ	hill
C3366	ⲥⲟⲃⲧⲉ	become, be ready, prepare, set in order
C3367	ⲥⲟⲃⲧⲉ	preparation, things prepared, furniture
C2507	ⲛⲁⲡⲛⲉ, ⲛⲉⲡⲛⲉ, ⲛⲁⲡⲣⲉ	grain
C2508	ⲛⲁⲡⲣⲉ, ⲛⲁⲡⲛⲉ	grain, seed
C3428	ⲥⲁⲕⲃⲓ	pour water
C649	ⲉⲗⲕⲱ	fruit of sycamore
C2389	ⲛⲉⲓ, ⲛⲏⲓ, ⲛⲉⲉ	time
C3037	ⲣⲓ	cell, room
C3723	ⲥⲣⲓⲧ	glean, plunder
C3732	ⲥⲣϥⲉ	be at leisure, unoccupied
C3735	ⲥⲣϥⲉ, ⲥⲣⲱϥⲧ, ⲥⲏⲣϥⲓ	leisure, perseverance
C3499	ⲥⲱⲗϭ	smooth, smear, anoint
C3703	ⲥⲟⲣⲙ	lees, dregs
C5864	ϣⲗⲓϭ	sharpened thing, spike
C2519	ⲛⲏⲥⲉ	bench, seat
C1682	ⲗⲉⲯⲉ, ⲗⲉⲡⲥⲉ, ⲗⲓⲯⲉ	fragment, small portion
C3798	ⲥⲁⲧⲃⲉ, ⲥⲉⲧⲃⲉ, ⲥⲁⲑⲙⲓ	chew, ruminate
C6241	ϣⲱϫⲡ	be over, remain over, leave behind
C6242	ϣⲱϫⲡ	remainder
C3470	ⲥⲗⲡⲉ	strip
C3466	ⲥⲱⲗⲡ	break, burst
C3613	ⲥⲛⲧⲉ	foundation
C3606	ⲥⲱⲛⲧ	be created
C3607	ⲥⲱⲛⲧ	creature, creation
C2535	ⲛⲟⲩⲧⲉ	god
C2538	ⲛⲟⲩⲧⲉ	godly, divine
C2536	ⲛⲧⲱⲣⲉ	goddess
C3605	ⲥⲟⲛⲧⲉ	resin
C2603	ⲛⲟⲩϣⲡ	blow
C2604	ⲛⲟⲩϣⲡ	fright
C6002	ϣⲱⲡⲉ	cucumber, gourd
C6003	ϣⲱⲡⲉ	cucumber, gourd
C5982	ϣⲱⲡ	moment, instant
C1612	ⲗⲱⲕⲥ, ⲗⲱϭⲥ, ⲗⲟⲩⲝ	bite, pierce
C1616	ⲗⲱⲕⲥ, ⲗⲱϭⲥ, ⲗⲟⲩⲝ	bite
C2513	ⲛⲟⲩⲣⲥ	destroy
C5821	ϣⲗⲏⲗ	pray
C5822	ϣⲗⲏⲗ	prayer
C1697	ⲗⲱⲱⲥ, ⲗⲱⲥ	be bruised, crushed
C2054	ⲉⲙⲥⲱⲃⲉ, ⲙⲥⲱⲡⲉ	large needle
C5675	x	to, toward
C5676	ϣⲁ	begin
C5675	ϣⲁ	to, toward
C3766	ⲥⲏⲧ	the god Seth
C1710	ⲗⲁⲁⲩ, ⲗⲁⲩ	a textile material
C2589	ⲛⲁⲩ	hour, time
C2593	ⲛⲁⲩⲓ	spear
C2529	ⲛⲟⲩⲧ	gathering of waters, pool
C2595	ⲛⲱⲟⲩϯ	swaddeling bands
C2596	ⲛⲟⲩϩ, ⲛⲟⲩⲟⲩϩ, ⲛⲟⲩϩⲟⲩ	turn, return
C3873	ⲥⲟⲩⲏⲛ	well known, famous person
C3387	ⲥⲁⲉⲓⲛ	physician
C3388	ⲥⲁⲉⲓⲛ	physician
C3871	ⲥⲟⲟⲩⲛ	know
C3872	ⲥⲟⲟⲩⲛ	knowledge
C2371	ⲛⲁ, ⲛⲟⲩ	go
C2381	ⲛⲁ	verbal prefix of fut. I and II
C2356	ⲛⲁ	have pity, mercy
C2357	ⲛⲁ	pity, charity
C2367	ⲛⲁⲏⲧ, ⲛⲁϩⲏⲧ	pitiful of heart, compassionate
C2383	ⲛⲁⲉⲓⲱ	peg, stake
C2371	ⲛⲁ, ⲛⲟⲩ	go
C2395	ⲛⲟⲩ, ⲛⲁ	go
C4083	ⲧⲱⲃⲉ	name of 5th month
C2685	ⲛⲟⲩϫ, ⲟϫⲓ	lying, false
C2686	ⲛⲟⲩϫ	liar
C2687	ⲛⲟⲩϫ	liar
C2307	ⲙⲟⲉⲓϩⲉ, ⲙⲟⲓϩⲉ	wonder
C2308	ⲙⲟⲉⲓϩⲉ, ⲙⲟⲓϩⲉ	wonder
C2195	ⲙⲁϣⲉ	balance
C2196	ⲙⲁϣⲉ	balance
C4359	ⲧⲛⲛⲟ	pound, tread down
C4360	ⲧⲛⲛⲟ	breaking, contrition
C5444	ⲱⲗ	rag
C18	ⲁⲓⲃⲉ	stamp, stain
C607	ⲃⲓϫⲓ, ⲃⲓϭⲉ	be wrecked
C454	ⲃⲁⲗⲟⲧ, ⲃⲁⲗⲁⲧ, ⲙⲁⲗⲗⲱⲧ	skin garment
C492	ⲃⲟⲛⲧⲉ	gourd, cucumber
C483	ⲃⲁⲛⲕ	a bird
C7419	ϫⲧⲁϩ	prison
C4302	ⲧⲱⲙ	be sharp
C4290	ϯⲙⲉ	village
C4403	ⲧⲁⲡ	horn
C4407	ⲧⲁⲡ	trap
C7219	ϫⲱⲱⲙⲉ	sheet or roll of papyrus, written document, book, parchment
C7220	ϫⲱⲱⲙⲉ	made of papyrus
C4337	ⲧⲏⲛⲉ	dam, dyke
C4066	ⲧⲟⲉ	part, share
C7245	ϫⲛⲉ	beet
C7265	ϫⲛⲟⲟⲩ	threshing floor
C4107	ⲧⲃⲏⲗ	fold for sheep
C4121	ⲧⲁⲃⲓⲣ	sanctuary
C739	ⲉⲧⲃⲉ	because of, concerning
C7326	ϫⲏⲣⲓ	filth, dirt
C7148	ϫⲁⲗ, ⲗⲁϫⲁⲗ	branch
C4142	ⲧⲟⲟⲃⲉϥ	foliage
C4075	ⲧⲃⲁ	ten thousand
C4855	ϯϭⲉ	gourd
C4590	ⲧⲁⲧ	djed pillar
C7408	ϫⲁⲧⲉ	advance in age, grow up
C7412	ϫⲧⲁⲓ, ϫⲁⲧⲉ	ripen
C7466	ϫⲟϥϫϥ, ϫⲟⲩϥ	burn
C7467	ϫⲟϥϫϥ	burning
C7812	ϭⲓⲛϭⲗⲱ	bat
C4434	ⲧⲣⲉ	kite
C4435	ⲧⲣⲉ	kite
C7416	ϫⲁⲧⲙⲉ	heap
C4453	ⲧⲱⲣⲉ	hand
C7636	ϭⲗⲏ	scorpion
C4115	ⲧⲃⲏⲣ	blow with foot
C7472	ϫⲱϩ	touch
C7473	ϫⲱϩ	touch
C7476	ϫⲱϩ	smear, anoint
C7477	ϫⲱϩ	application
C4814	ⲧⲉϩⲛⲉ	forehead
C7434	ϫⲟⲟⲩⲧ	base, rejected person or thing
C7435	ϫⲟⲟⲩⲧ	base, inferior, worthless, impure
C4358	ⲧⲱⲛⲟⲩ	very, greatly, certainly
C7208	ϫⲗⲁϩⲧⲥ	deep pit
C4827	ⲧⲁϩⲧ	lead
C4763	ⲧⲱϩ	chaff
C7741	ϭⲟⲙϭⲙ, ϭⲓⲛⲉ	touch, grope
C7742	ϭⲟⲙϭⲙ	sense of touch
C7976	ϭⲱϣ, ϫⲉϫⲥ	pour forth, pour, melt
C7977	ϭⲱϣ	pouring, casting
C6446	ϩⲃⲱ	covering, tent
C6952	ϩϯⲧ	beet, onion
C6205	ϣⲟϥϣϥ	spread, burrow
C6172	ϣⲱϣ	scatter, spread
C6616	ϩⲏⲙⲉ	fare, freight
C6748	ϩⲡⲟⲧ	fathom
C6935	ϩⲱⲧⲡ	join, attune, be reconciled, sink
C6936	ϩⲱⲧⲡ	joint, joining, reconciliation
C4737	ⲧϩⲟ, ϩⲟⲟⲩ	be bad
C6971	ϩⲟⲟⲩ	be bad, wicked
C6849	ϩⲱⲥ	be blocked, filled, covered up
C6354	ϩⲉ	fall
C6358	ϩⲉ	fall, destruction
C6385	ϩⲏ, ϩⲉ, ϩⲓ, ϩ	season
C6991	ϩⲟⲩⲏⲧ	sailor, passenger
C5714	ϣⲓ	measure, weight
C5723	ϣⲓ	area, circumference, boundary, corner
C6917	ϩⲧⲏ	shaft of spear
C6869	ϩⲏⲧ	heart, mind
C6973	ϩⲱⲟⲩ	rain
C6974	ϩⲱⲟⲩ	rain, moisture
C691	ⲉⲡⲏⲡ	name of 11th month
C2069	ⲙⲏⲧ	ten
C2070	ⲙⲏⲧⲉ	ten
C2020	ⲙⲣⲱϣⲉ, ⲙⲣⲱϩⲉ	a vessel
C2028	ⲙⲣⲱϩⲉ, ⲙⲣⲱϣⲉ	a vessel
C2258	ⲙϣⲓⲣ, ⲉⲙϣⲓⲣ, ⲙⲉϣⲓⲣ	name of the 6th month
C1900	ⲙⲁⲛ	a certain
C153	ⲁⲛⲁⲩ, ⲁⲛⲉⲩ, ⲉⲛⲉⲩ, ⲉⲛⲁⲩ, ⲉⲛⲟ, ⲛⲁⲩ	look!
C2578	ⲛⲁⲩ	look, behold
C2584	ⲛⲁⲩ	sight, view, vision
C3836	ⲥⲱⲧⲣ	be turned, twisted
C7973	ϭⲟⲟⲩⲣⲉ	slave
C3760	ⲥⲁⲧ	tail
C3762	ⲥⲁⲧⲉ	fire
C3544	ⲥⲙⲟⲩⲛⲉ	Nile goose
C5909	ϣⲙϣⲉ	serve, worship
C5910	ϣⲙϣⲉ	service, worship
C5914	ϣⲙϣⲓⲧ	servant
C5880	ϣⲟⲙ	father-, son-in-law
C5949	ϣⲉⲛⲏⲧ	a fish, a type of shark
C3582	ⲥⲟⲛⲉ	robber
C5704	ϣⲉ	hundred
C5705	ϣⲏⲧ	two hundred
C5936	ϣⲱⲛⲉ	be sick, weak
C5937	ϣⲱⲛⲉ	sickness, disease
C3655	ⲥⲟⲡ	occasion, time , turn, round
C5917	ϣⲏⲛ	tree
C490	ϣⲛⲃⲛⲛⲉ, ϣⲛ	palm-fibre
C5947	ϣⲛⲏ	garden
C5922	ϣⲓⲛⲉ	seek, ask
C5926	ϣⲓⲛⲉ	inquiry
C5945	ϣⲛⲉ	net
C6005	ϣⲡⲟⲛⲟⲩ	girl
C552	ⲃⲏⲧⲥⲡⲓⲣ, ⲥⲡⲓⲣ	rib
C3675	ⲥⲡⲓⲣ	rib, side
C3637	ⲥⲛⲟϥ	blood
C5986	ϣⲓⲡⲉ	be ashamed, shame, make ashamed
C5987	ϣⲓⲡⲉ	shame
C5790	ϣⲕⲓⲗ	curl, lock of hair
C3390	ⲥⲓⲟⲩⲣ	eunuch
C3687	ⲥⲓⲣ	hair, line, stripe
C489	ⲥⲣⲃⲛⲛⲉ, ⲥⲉⲣⲃⲉⲛⲓ, ⲥⲟⲩⲣⲉ	palm-thorn
C3690	ⲥⲟⲩⲣⲉ	thorn, spike, dart
C3381	ⲥⲟⲓ	beam
C3382	ⲥⲟⲓ	beam
C3384	ⲥⲟⲓ	among trees , pillar
C3380	ⲥⲟⲓ, ⲥⲁ	back
C3755	ⲥⲱⲥ	be thrown down, upset
C882	ⲉⲓⲃ	hoof
C324	ⲃⲁⲁⲃⲉ, ⲃⲁⲃⲉ, ⲃⲁⲃⲱ, ⲃⲁⲃⲱⲱ, ⲃⲁⲃⲟⲧ	be insipid, foolish
C5637	ⲱϧⲧ	drip, trickle
C5436	ⲃϣⲉ	forgetfulness, carelessness, sleep
C5427	ⲱⲃϣ	forget
C5428	ⲱⲃϣ	forgetfulness
C6744	ϩⲱⲡ	horn
C876	ⲉⲓⲱ	ass
C877	ⲉⲓⲱ	ass
C1588	ⲗⲱⲃϣ	be hot, glow
C1589	ⲗⲱⲃϣ	glow
C738	ⲉⲁⲧ	end, farthest part
C82	ⲁⲙⲉ, ⲁⲙⲏ, ⲁⲙⲏⲩⲉ, ⲁⲙⲏⲩ, ⲁⲙⲏⲟⲩ, ⲁⲙⲁⲩⲉⲓ	herdsman
C4833	ⲧⲁϫⲟ, ⲟϫⲓ	judge, condemn
C4834	ⲧⲁϫⲟ, ⲟϫⲓ	judgement
C249	ⲁⲫⲱⲫ, ⲁⲫⲱⲡ, ⲁⲫⲟⲫⲓ, ⲁⲫⲟⲡⲓ	giant
C5571	ⲱⲧ	fat
C80	ⲁⲁⲙ	a drug, medical plant
C1029	ⲉⲓⲱϩⲉ	field
C270	ⲁϥ, ⲁⲁϥ, ⲁⲃ, ⲉϥ	fly, insect
C271	ⲁϥ, ⲁⲁϥ, ⲁⲃ, ⲉϥ	fly, insect
C312	ⲁϭⲟⲛ, ⲁϭⲁⲛ	stand for a jar
C33	ⲁⲕⲏⲥ	breeches
C252	ⲁϣ	furnace, oven
C1010	ⲉⲓϣⲉ	hang, suspend
C1016	ⲉⲓϣⲉ	be hung, depend
C5619	ⲱϣⲓ, ⲉⲓϣⲉ	sky
C296	ⲁϩⲱⲙ, ⲁϩⲱⲙⲉ, ⲁⳉⲱⲙ, ⲁϧⲱⲙ	eagle, vulture
C1735	ⲗⲁϧⲉⲙ	trunk, branch, stalk, tube
C6994	ϩⲟⲟⲩⲧ	male, husband
C5655	ⲟϩⲥ	sickle
C5651	ⲱϩⲥ	reap, mow
C5652	ⲱϩⲥ	reaping, harvest
C5570	ⲱⲧ	look after, take care of
C61	ⲁⲗⲓⲗ, ⲁⲗⲓⲗⲓ, ⲉⲙⲓⲙ	field mouse, mole
C668	ⲉⲙⲓⲙ, ⲁⲗⲓⲗ	shrew mouse
C7106	ϫⲃⲓⲛ	blemish, fault
C6414	ϩⲟⲓ	trouble, zeal
C2745	ⲟⲉⲓⲗⲉ	ram
C7400	ϫⲟⲉⲓⲧ	olive tree, olive
C7403	ϫⲟⲉⲓⲧ	olive tree, olive
C1179	ⲕⲗⲙⲉ	pad, poultice
C1173	ⲕⲗⲟⲙ	crown, wreath
C3694	ⲥⲱⲣ	scatter, spread
C3695	ⲥⲱⲣ	distribution
C2054	ⲉⲙⲥⲱⲃⲉ, ⲙⲥⲱⲡⲉ	large needle
C5226	ⲟⲩⲁⲧϥⲉ	pierced place, hole
C5225	ⲟⲩⲱⲧϥ, ⲟⲩⲱⲧⲃ	traverse, pierce
C7637	ϭⲗⲏ	strengthen, support
C7761	ϭⲛⲟ	be hard
C3488	ⲥⲉⲗⲥⲓⲗ, ⲥⲗⲥⲓⲗ	comfort
C3482	ⲥⲟⲗⲥⲗ	be comforted, encouraged
C3483	ⲥⲟⲗⲥⲗ	consolation, amusement
C5780	ϣⲱⲕ, ϣⲓⲕⲉ	dig, be deep
C5782	ϣⲓⲕⲉ	dig
C5783	ϣⲓⲕⲉ	what is dug, depth
C5781	ϣⲱⲕ	depth
C1518	ⲕⲁϩⲕϩ	hew out, smooth
C4211	ⲧⲱⲕ	kindle, stoke, heat
C4213	ⲧⲱⲕ	baking
